directory,image_name,binary_cat,multi_cat
./dataset/healthy,Healthy_85.jpg,healthy,healthy
./dataset/healthy,Healthy_54.jpg,healthy,healthy
./dataset/healthy,Healthy_28.jpg,healthy,healthy
./dataset/healthy,Healthy_197.jpg,healthy,healthy
./dataset/healthy,Healthy_146.jpg,healthy,healthy
./dataset/healthy,Healthy_190.jpg,healthy,healthy
./dataset/healthy,Healthy_141.jpg,healthy,healthy
./dataset/healthy,Healthy_82.jpg,healthy,healthy
./dataset/healthy,Healthy_53.jpg,healthy,healthy
./dataset/healthy,Healthy_174.jpg,healthy,healthy
./dataset/healthy,Healthy_66.jpg,healthy,healthy
./dataset/healthy,Healthy_108.jpg,healthy,healthy
./dataset/healthy,Healthy_61.jpg,healthy,healthy
./dataset/healthy,Healthy_218.jpg,healthy,healthy
./dataset/healthy,Healthy_173.jpg,healthy,healthy
./dataset/healthy,Healthy_101.jpg,healthy,healthy
./dataset/healthy,Healthy_4.jpg,healthy,healthy
./dataset/healthy,Healthy_216.jpg,healthy,healthy
./dataset/healthy,Healthy_13.jpg,healthy,healthy
./dataset/healthy,Healthy_14.jpg,healthy,healthy
./dataset/healthy,Healthy_68.jpg,healthy,healthy
./dataset/healthy,Healthy_106.jpg,healthy,healthy
./dataset/healthy,Healthy_3.jpg,healthy,healthy
./dataset/healthy,Healthy_211.jpg,healthy,healthy
./dataset/healthy,Healthy_200.jpg,healthy,healthy
./dataset/healthy,Healthy_117.jpg,healthy,healthy
./dataset/healthy,Healthy_79.jpg,healthy,healthy
./dataset/healthy,Healthy_207.jpg,healthy,healthy
./dataset/healthy,Healthy_110.jpg,healthy,healthy
./dataset/healthy,Healthy_209.jpg,healthy,healthy
./dataset/healthy,Healthy_70.jpg,healthy,healthy
./dataset/healthy,Healthy_162.jpg,healthy,healthy
./dataset/healthy,Healthy_165.jpg,healthy,healthy
./dataset/healthy,Healthy_119.jpg,healthy,healthy
./dataset/healthy,Healthy_77.jpg,healthy,healthy
./dataset/healthy,Healthy_150.jpg,healthy,healthy
./dataset/healthy,Healthy_181.jpg,healthy,healthy
./dataset/healthy,Healthy_42.jpg,healthy,healthy
./dataset/healthy,Healthy_93.jpg,healthy,healthy
./dataset/healthy,Healthy_45.jpg,healthy,healthy
./dataset/healthy,Healthy_94.jpg,healthy,healthy
./dataset/healthy,Healthy_157.jpg,healthy,healthy
./dataset/healthy,Healthy_186.jpg,healthy,healthy
./dataset/healthy,Healthy_39.jpg,healthy,healthy
./dataset/healthy,Healthy_125.jpg,healthy,healthy
./dataset/healthy,Healthy_159.jpg,healthy,healthy
./dataset/healthy,Healthy_188.jpg,healthy,healthy
./dataset/healthy,Healthy_37.jpg,healthy,healthy
./dataset/healthy,Healthy_30.jpg,healthy,healthy
./dataset/healthy,Healthy_122.jpg,healthy,healthy
./dataset/healthy,Healthy_204.jpg,healthy,healthy
./dataset/healthy,Healthy_113.jpg,healthy,healthy
./dataset/healthy,Healthy_168.jpg,healthy,healthy
./dataset/healthy,Healthy_203.jpg,healthy,healthy
./dataset/healthy,Healthy_114.jpg,healthy,healthy
./dataset/healthy,Healthy_166.jpg,healthy,healthy
./dataset/healthy,Healthy_74.jpg,healthy,healthy
./dataset/healthy,Healthy_73.jpg,healthy,healthy
./dataset/healthy,Healthy_161.jpg,healthy,healthy
./dataset/healthy,Healthy_128.jpg,healthy,healthy
./dataset/healthy,Healthy_46.jpg,healthy,healthy
./dataset/healthy,Healthy_97.jpg,healthy,healthy
./dataset/healthy,Healthy_154.jpg,healthy,healthy
./dataset/healthy,Healthy_185.jpg,healthy,healthy
./dataset/healthy,Healthy_153.jpg,healthy,healthy
./dataset/healthy,Healthy_182.jpg,healthy,healthy
./dataset/healthy,Healthy_41.jpg,healthy,healthy
./dataset/healthy,Healthy_90.jpg,healthy,healthy
./dataset/healthy,Healthy_33.jpg,healthy,healthy
./dataset/healthy,Healthy_121.jpg,healthy,healthy
./dataset/healthy,Healthy_126.jpg,healthy,healthy
./dataset/healthy,Healthy_48.jpg,healthy,healthy
./dataset/healthy,Healthy_99.jpg,healthy,healthy
./dataset/healthy,Healthy_34.jpg,healthy,healthy
./dataset/healthy,Healthy_88.jpg,healthy,healthy
./dataset/healthy,Healthy_59.jpg,healthy,healthy
./dataset/healthy,Healthy_220.jpg,healthy,healthy
./dataset/healthy,Healthy_137.jpg,healthy,healthy
./dataset/healthy,Healthy_25.jpg,healthy,healthy
./dataset/healthy,Healthy_22.jpg,healthy,healthy
./dataset/healthy,Healthy_130.jpg,healthy,healthy
./dataset/healthy,Healthy_193.jpg,healthy,healthy
./dataset/healthy,Healthy_142.jpg,healthy,healthy
./dataset/healthy,Healthy_81.jpg,healthy,healthy
./dataset/healthy,Healthy_50.jpg,healthy,healthy
./dataset/healthy,Healthy_86.jpg,healthy,healthy
./dataset/healthy,Healthy_57.jpg,healthy,healthy
./dataset/healthy,Healthy_139.jpg,healthy,healthy
./dataset/healthy,Healthy_194.jpg,healthy,healthy
./dataset/healthy,Healthy_145.jpg,healthy,healthy
./dataset/healthy,Healthy_62.jpg,healthy,healthy
./dataset/healthy,Healthy_9.jpg,healthy,healthy
./dataset/healthy,Healthy_170.jpg,healthy,healthy
./dataset/healthy,Healthy_19.jpg,healthy,healthy
./dataset/healthy,Healthy_177.jpg,healthy,healthy
./dataset/healthy,Healthy_65.jpg,healthy,healthy
./dataset/healthy,Healthy_17.jpg,healthy,healthy
./dataset/healthy,Healthy_179.jpg,healthy,healthy
./dataset/healthy,Healthy_105.jpg,healthy,healthy
./dataset/healthy,Healthy_212.jpg,healthy,healthy
./dataset/healthy,Healthy_7.jpg,healthy,healthy
./dataset/healthy,Healthy_102.jpg,healthy,healthy
./dataset/healthy,Healthy_215.jpg,healthy,healthy
./dataset/healthy,Healthy_10.jpg,healthy,healthy
./dataset/healthy,Healthy_127.jpg,healthy,healthy
./dataset/healthy,Healthy_49.jpg,healthy,healthy
./dataset/healthy,Healthy_98.jpg,healthy,healthy
./dataset/healthy,Healthy_35.jpg,healthy,healthy
./dataset/healthy,Healthy_32.jpg,healthy,healthy
./dataset/healthy,Healthy_120.jpg,healthy,healthy
./dataset/healthy,Healthy_152.jpg,healthy,healthy
./dataset/healthy,Healthy_183.jpg,healthy,healthy
./dataset/healthy,Healthy_40.jpg,healthy,healthy
./dataset/healthy,Healthy_91.jpg,healthy,healthy
./dataset/healthy,Healthy_129.jpg,healthy,healthy
./dataset/healthy,Healthy_47.jpg,healthy,healthy
./dataset/healthy,Healthy_96.jpg,healthy,healthy
./dataset/healthy,Healthy_155.jpg,healthy,healthy
./dataset/healthy,Healthy_184.jpg,healthy,healthy
./dataset/healthy,Healthy_72.jpg,healthy,healthy
./dataset/healthy,Healthy_160.jpg,healthy,healthy
./dataset/healthy,Healthy_167.jpg,healthy,healthy
./dataset/healthy,Healthy_75.jpg,healthy,healthy
./dataset/healthy,Healthy_169.jpg,healthy,healthy
./dataset/healthy,Healthy_202.jpg,healthy,healthy
./dataset/healthy,Healthy_115.jpg,healthy,healthy
./dataset/healthy,Healthy_205.jpg,healthy,healthy
./dataset/healthy,Healthy_112.jpg,healthy,healthy
./dataset/healthy,Healthy_103.jpg,healthy,healthy
./dataset/healthy,Healthy_6.jpg,healthy,healthy
./dataset/healthy,Healthy_214.jpg,healthy,healthy
./dataset/healthy,Healthy_11.jpg,healthy,healthy
./dataset/healthy,Healthy_16.jpg,healthy,healthy
./dataset/healthy,Healthy_178.jpg,healthy,healthy
./dataset/healthy,Healthy_104.jpg,healthy,healthy
./dataset/healthy,Healthy_1.jpg,healthy,healthy
./dataset/healthy,Healthy_213.jpg,healthy,healthy
./dataset/healthy,Healthy_18.jpg,healthy,healthy
./dataset/healthy,Healthy_176.jpg,healthy,healthy
./dataset/healthy,Healthy_64.jpg,healthy,healthy
./dataset/healthy,Healthy_63.jpg,healthy,healthy
./dataset/healthy,Healthy_8.jpg,healthy,healthy
./dataset/healthy,Healthy_171.jpg,healthy,healthy
./dataset/healthy,Healthy_87.jpg,healthy,healthy
./dataset/healthy,Healthy_56.jpg,healthy,healthy
./dataset/healthy,Healthy_138.jpg,healthy,healthy
./dataset/healthy,Healthy_195.jpg,healthy,healthy
./dataset/healthy,Healthy_144.jpg,healthy,healthy
./dataset/healthy,Healthy_192.jpg,healthy,healthy
./dataset/healthy,Healthy_143.jpg,healthy,healthy
./dataset/healthy,Healthy_80.jpg,healthy,healthy
./dataset/healthy,Healthy_51.jpg,healthy,healthy
./dataset/healthy,Healthy_23.jpg,healthy,healthy
./dataset/healthy,Healthy_131.jpg,healthy,healthy
./dataset/healthy,Healthy_89.jpg,healthy,healthy
./dataset/healthy,Healthy_58.jpg,healthy,healthy
./dataset/healthy,Healthy_221.jpg,healthy,healthy
./dataset/healthy,Healthy_136.jpg,healthy,healthy
./dataset/healthy,Healthy_24.jpg,healthy,healthy
./dataset/unhealthy/Sooty Mould,Sooty_Mould_80.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_51.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_56.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_58.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_24.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_23.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_16.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_11.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_63.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_18.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_64.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_75.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_72.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_32.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_1.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_49.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_6.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_35.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_47.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_8.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_40.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_19.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_65.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_62.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_10.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_17.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_22.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_59.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_25.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_57.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_81.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_50.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_41.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_46.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_9.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_48.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_7.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_34.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_33.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_73.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_74.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_45.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_39.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_42.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_30.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_3.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_4.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_37.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_79.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_77.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_70.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_61.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_66.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_14.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_68.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_13.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_26.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_21.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_82.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_53.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_54.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_28.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_71.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_76.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_78.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_5.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_36.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_31.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_2.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_43.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_44.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_38.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_55.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_29.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_52.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_20.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_27.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_12.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_15.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_69.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_67.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Sooty Mould,Sooty_Mould_60.jpg,unhealthy,Sooty Mould
./dataset/unhealthy/Spider Mites,Spider_Mites_73.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_74.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_114.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_113.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_99.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_7.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_48.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_34.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_121.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_33.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_90.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_41.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_97.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_9.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_46.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_57.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_86.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_50.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_81.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_22.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_59.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_88.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_25.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_10.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_102.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_17.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_105.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_19.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_65.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_62.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_96.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_8.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_47.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_91.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_40.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_120.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_32.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_1.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_98.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_6.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_49.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_35.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_112.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_115.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_75.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_72.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_63.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_18.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_64.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_16.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_104.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_11.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_103.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_58.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_89.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_24.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_23.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_51.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_80.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_56.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_87.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_109.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_67.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_60.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_12.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_100.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_15.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_107.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_69.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_20.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_27.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_55.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_84.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_29.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_52.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_83.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_92.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_43.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_95.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_44.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_38.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_5.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_124.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_36.jpg,unhealthy,Spider Mites
./dataset/unhealthy/Spider Mites,Spider_Mites_123.jpg,unhealthy,Spider Mites
